,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
46,0940450720,1263487.0,"Writings, 1878-1899",None,William James,Fiction,"William James, a member of America's most illustrious intellectual family, is widely acclaimed as the country's foremost philosopher, the first of its psychologists, and a champion of religious pluralism. As the apostle of pragmatism, his influence on American thought is as strong now as it has ever been. James's emphasis on the creative power of faith, will, and action, his opening up of philosophy to the fresh air of ordinary experience, his fascination with alternative forms of belief and states of consciousness, and his impatience with dogmas of any kind--all make him a defender of individual experience, and earn him a place beside Emerson and Whitman as an exponent of American democratic culture. In this volume are the brilliant, engagingly written works of James's early and middle years. The Will to Believe and Other Essays in Popular Philosophy advances the liberating argument that each of us has the right to believe in hypotheses that are not susceptible to proof and that such beliefs might actually change the world. The conversational style of these essays reflects their origin in public lectures, as well as James's conviction that truth can be discovered as much in the course of everyday life as in the activities of science or of philosophical speculation. Talks to Teachers and to Students, also drawn from lectures, helped transform the emerging science of education. Here James applies his new psychology to classroom theory and conduct, especially for the primary grades. This immensely influential book has never gone out of print. It emphasizes the role in learning of instinct, play, and habit, along with the importance of engaging the voluntary interests of students. James's warm and sympathetic nature informs his treatment of children, who can best be taught by those who respect the child's autonomy and who avoid what he calls ""hammering in."" Psychology: Briefer Course is far more than a shortened version of his monumental Principles of Psychology. It significantly revises parts of the earlier work and adds important new materials. (Students liked to call the longer book ""James"" and the shorter one ""Jimmy"".) James's new psychology moved away from discussions of the soul, morality, and logic, and focused instead on instinct, will, and the importance of action and habit. Passages comparing human consciousness to ""a wonderful stream"" inspired the ""stream of consciousness"" in the future work of Joyce, Woolf, and Gertrude Stein, a student of James's at Harvard. ""Human Immortality,"" which defends the possibility of life after death, and eight more of James's most important essays round out this second volume devoted to a writer who was called by John Dewey ""almost a Columbus of the inner world.""",4.234999999999999,1212.0,89.5,0,-1.0,-1.0,-1.0,Library of America,6/1/1992,Psychology,acbk,1.0,1.0,5.0,6.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,7.0,4.0
47,0385302312,1264072.0,Dragonfly in Amber,None,Diana Gabaldon,Fiction,"Twenty years after her voyage to Scotland, Claire Randall, now a doctor, returns to Scotland with her daughter to locate the stone that sent her on her magical journey years before.",4.32,743.0,1053.0,0,-1.0,-1.0,-1.0,Delacorte Press,7/1/1992,"Time travel Fiction, Scotland History 18th century Fiction, Historical fiction, Fantasy fiction",acbk,34.0,69.0,74.0,75.0,80.0,169.0,125.0,95.0,71.0,87.0,147.0,116.0,90.0
48,039458404X,1278590.0,Essentials of Classic Italian Cooking,None,Marcella Hazan,Cooking,With more than 100 illustrations by Karin Kretschman.,4.165,704.0,14722.0,0,-1.0,-1.0,-1.0,Knopf Publishing Group,10/27/1992,Cooking Italian,acbk,12.0,25.0,19.0,23.0,54.0,37.0,37.0,27.0,54.0,75.0,59.0,61.0,40.0
49,1878825011,1280393.0,What Uncle Sam Really Wants,None,Noam Chomsky,History,"The co-author of Manufacturing Consent analyzes the real motivation behind U.S. foreign policy, drawing his commentary from his celebrated speeches. Original.",3.99,111.0,1655.0,0,-1.0,-1.0,-1.0,Odonian Press,1/1/1992,"United States Foreign relations Philosophy, United States Foreign relations 1945 1989, United States Foreign relations 1989",acbk,13.0,6.0,5.0,1.0,2.0,4.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0
50,0517091267,1297455.0,Three Complete Novels,None,Edward Morgan Forster,English fiction,"Combines three masterpieces from one of Britain's most popular novelists into one beautifully bound volume, which contains A Room With a View, Howard's End, and Where Angels Fear to Tread.",4.21,503.0,384.5,0,-1.0,-1.0,-1.0,Gramercy Books,2/20/1993,None,acbk,7.0,12.0,3.0,5.0,3.0,2.0,2.0,4.0,7.0,3.0,3.0,1.0,3.0
51,067972477X,1305752.0,"I, Claudius","From the Autobiography of Tiberius Claudius, Born 10 B.C., Murdered and Deified A.D. 54",Robert Graves,Fiction,"The emperor Claudius tells of his life during the reigns of Augustus, Tiberius, and Caligula and the events that led to his rise to power in a classic novel reconstructing ancient Rome",4.27,468.0,44288.5,0,-1.0,-1.0,-1.0,Vintage,10/23/1989,Claudius Emperor of Rome 10 B C 54 A D Fiction,acbk,29.0,55.0,61.0,58.0,41.0,46.0,41.0,34.0,57.0,52.0,38.0,31.0,12.0
52,0836217357,1312332.0,The Days Are Just Packed,None,Bill Watterson,Humor,"The irrepressible Calvin, aided by his mischievous tiger sidekick, Hobbes, sets out to save the world with his alter egos, Spaceman Spiff and Stupendous Man, while coping with Miss Wormwood, Santa, Susie, and the monsters under his bed. Simultaneous.",4.69,176.0,20164.5,0,-1.0,-1.0,-1.0,Andrews McMeel Publishing,9/1/1993,"Calvin Fictitious character Watterson Comic books strips etc, Hobbes Fictitious character Comic books strips etc, Comic books strips etc",acbk,73.0,107.0,84.0,159.0,115.0,62.0,85.0,80.0,72.0,86.0,79.0,98.0,52.0
53,0451452887,1319148.0,The Innkeeper's Song,A Novel,Peter S. Beagle,Fiction,"As Tikat searches for the lover whose death and resurrection he witnessed, he meets three women--each of whom hides a secret, and who respectively each undertake her own impossible mission. By the author of The Last Unicorn.",3.89,346.0,1997.0,0,-1.0,-1.0,-1.0,Roc,11/1/1993,Fantasy fiction,acbk,5.0,6.0,13.0,10.0,11.0,12.0,12.0,8.0,13.0,6.0,3.0,8.0,7.0
54,0312085125,1321392.0,James Herriot's Treasury for Children,Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot,Juvenile Nonfiction,"A collection of the author's stories for children, including ""Moses the Kitten,"" ""The Market Square Dog,"" and ""Smudge, the Little Lost Lamb.""",4.445,260.0,9950.0,0,-1.0,-1.0,-1.0,St. Martin's Press,9/1/1992,"Pets England Yorkshire Biography Juvenile literature, Domestic animals England Yorkshire Biography Juvenile literature, Farm life England Yorkshire Juvenile literature, Animals, Farm life Juvenile literature",jcbk,14.0,17.0,23.0,24.0,18.0,32.0,20.0,17.0,24.0,28.0,17.0,22.0,25.0
55,0064404897,1340960.0,Dragon's Gate,Golden Mountain Chronicles: 1867,Laurence Yep,Juvenile Fiction,"In 1867, Otter travels from Three Willows Village in China to California -- the Land of the Golden Mountain. There he will join his father and uncle. In spite of the presence of family, Otter is a stranger among the other Chinese in this new land. And where he expected to see a land of goldfields, he sees only vast, cold whiteness. But Otter's dream is to learn all he can, take the technology back to the Middle Kingdom, and free China from the Manchu invaders. Otter and the others board a machine that will change his life -- a train for which he would open the Dragon's Gate.",3.67,352.0,1825.5,0,-1.0,-1.0,-1.0,HarperCollins,1/23/2001,"Chinese United States Juvenile fiction, Railroads Sierra Nevada Calif and Nev History Juvenile fiction, Chinese United States Fiction, Railroads Sierra Nevada Calif and Nev History Fiction",jcbk,20.0,29.0,31.0,27.0,29.0,7.0,13.0,9.0,7.0,10.0,6.0,12.0,20.0
56,0679721819,1363836.0,Mama Day,None,Gloria Naylor,Fiction,"In a small Georgia town, Mama Day, uses her gifts as a seer and healer, but her powers are ultimately tested when her beloved niece's life hangs in the balance",4.17,312.0,8806.0,0,-1.0,-1.0,-1.0,Vintage,4/23/1989,"African Americans South Carolina Fiction, African American women Fiction",acbk,13.0,25.0,27.0,20.0,26.0,27.0,15.0,8.0,18.0,19.0,13.0,12.0,8.0
57,0679601120,1367765.0,Stars in Their Courses,"The Gettysburg Campaign, June-July 1863",Shelby Foote,History,Recreates the Battle of Gettysburg from both the Confederate and Union perspectives,4.445,304.0,1435.5,0,-1.0,-1.0,-1.0,Modern Library (NY),6/28/1994,"Gettysburg Campaign 1863, United States History Civil War 1861 1865 Campaigns",acbk,6.0,12.0,11.0,8.0,14.0,8.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0
58,0940450828,1377316.0,Historical Romances,"The Prince and the Pauper, A Connecticut Yankee in King Arthur's Court, Personal Recollections of Joan of Arc",Mark Twain/Susan K. Harris,Fiction,"An anthology encompassing The Prince and the Pauper, A Connecticut Yankee, and Joan of Arc features Twain's imaginative studies of the Middle Ages, in a children's classic, a unique comic-violent fantasy, and a respectful fictional biography.",4.375,1050.0,288.0,0,-1.0,-1.0,-1.0,Library of America,8/1/1994,"Edward VI King of England 1537 1553 Fiction, Joan of Arc Saint 1412 1431 Fiction, Christian women saints France Fiction, Knights and knighthood Fiction, Arthurian romances Adaptations, Biographical fiction American, Historical fiction American, Great Britain Kings and rulers Fiction",acbk,5.0,12.0,4.0,10.0,14.0,14.0,10.0,12.0,12.0,6.0,5.0,7.0,3.0
59,0871401525,1378466.0,"Complete Poems, 1904-1962",None,Edward Estlin Cummings,Poetry,A collection of the modern poet's work shows his use of satire and sentiment in unconventional verse styles,4.35,1136.0,19393.0,0,-1.0,-1.0,-1.0,Liveright/W.W. Norton & Company  Inc.,4/17/1994,None,acbk,20.0,34.0,20.0,33.0,27.0,27.0,27.0,23.0,23.0,14.0,9.0,11.0,8.0
60,0393310329,1383053.0,Maurice,A Novel,E.M. Forster,Fiction,"Set in the elegant Edwardian world of Cambridge undergraduate life, this story by a master novelist introduces us to Maurice Hall when he is fourteen. We follow him through public school and Cambridge, and into his father's firm. In a highly structured society, Maurice is a conventional young man in almost every way--except that his is homosexual.Written during 1913 and 1914, immediately after Howards End, and not published until 1971, Maurice was ahead of its time in its theme and in its affirmation that love between men can be happy. ""Happiness,"" Forster wrote, ""is its keynote.... In Maurice I tried to create a character who was completely unlike myself or what I supposed myself to be: someone handsome, healthy, bodily attractive, mentally torpid, not a bad businessman and rather a snob. Into this mixture I dropped an ingredient that puzzles him, wakes him up, torments him and finally saves him.""",4.02,256.0,21218.5,0,-1.0,-1.0,-1.0,W. W. Norton  Company,12/17/2005,Gay men England Fiction,acbk,8.0,23.0,24.0,23.0,19.0,17.0,19.0,13.0,20.0,31.0,26.0,35.0,30.0
61,0679744479,1383057.0,Written on the Body,None,Jeanette Winterson,Fiction,A combined love story and philosophical meditation on the body as a physical phenomenon thrusts the reader into the life of a married woman and her erotic relationship with an unidentified lover who narrates the story,4.07,192.0,20566.5,0,-1.0,-1.0,-1.0,Vintage,2/1/1994,Married women England Fiction,acbk,8.0,12.0,14.0,33.0,39.0,41.0,26.0,32.0,35.0,25.0,32.0,29.0,15.0
62,0836217691,1395982.0,Homicidal Psycho Jungle Cat,A Calvin and Hobbes Collection,Bill Watterson,Humor,"Reprising the wide-open landscape format of, The Days Are Just Packed, Homicidal Psycho Jungle Cat chronicles another segment of the multifarious adventures of this wild child and his faithful, but skeptical, friend. If the best cartoons compel readers to identify themselves within the funny frames, then all who enjoy Calvin and Hobbes are creative, imaginative, and ... bad, bad, bad! Calvin, the irascible little boy with the stuffed tiger who comes to life are a pair bound for trouble. Boring school lessons become occasions for death-defying alien air battles, speeding snow sled descents elicit philosophical discussions on the meaning of life, and Hobbe's natural inclination to pounce on his little friend wreaks havoc on Calvin's sense of security. Calvin's the kid we all wish we'd been. Sassy, imaginative, far more verbal than his parents can manage, Calvin is the quintessential bad boy -- and the boy we love to see. He terrorizes little Susie, offers ""Candid Opinions"" from a neighborhood stand, and questions his parents' authority. ""What assurance do I have that your parenting isn't screwing me up?"" he demands. Calvin and Hobbes manages to say what needs to be said about childhood and life: ""Eww, mud,"" says Calvin. ""Look at this gooshy, dirty, slimy, thick, wet mud ... Bleecch ... Talk about a kid magnet!""",4.72,176.0,15158.5,0,-1.0,-1.0,-1.0,Andrews McMeel Publishing,9/6/1994,"Calvin Fictitious character Watterson Comic books strips etc, Hobbes Fictitious character Comic books strips etc, Comic books strips etc",acbk,91.0,123.0,114.0,155.0,116.0,96.0,136.0,106.0,95.0,101.0,113.0,49.0,48.0
63,0201408252,1397207.0,Six Easy Pieces,Essentials Of Physics By Its Most Brilliant Teacher,Richard P. Feynman,Science,"Richard P. Feynman (1918–1988) was widely recognized as the most creative physicist of the post–World War II period. His career was extraordinarily expansive. From his contributions to the development of the atomic bomb a Los Alamos during World War II to his work in quantum electrodynamics, for which he was awarded the Nobel Prize in 1965, Feynman was celebrated for his brilliant and irreverent approach to physics.It was Feynman's outrageous and scintillating method of teaching that earned him legendary status among students and professors of physics. From 1961–1963, Feynman, at the California Institute of Technology, delivered a series of lectures that revolutionized the teaching of physics around the world. Six Easy Pieces, taken from the famous Lectures on Physics, represents the most accessible material from this series. In these six chapters, Feynman introduces the general reader to the following topics: atoms, basic physics, the relationship of physics to other topics, energy, gravitation, and quantum force. With his dazzling and inimitable wit, Feynman presents each discussion without equations or technical jargon.Readers will remember how—using ice water and rubber—Feynman demonstrated with stunning simplicity to a nationally televised audience the physics of the 1986 Challenger disaster. It is precisely this ability—the clear and direct illustration of complex theories—that made Richard Feynman one of the most distinguished educators in the world. Filled with wonderful examples and clever illustrations, Six Easy Pieces is the ideal introduction to the fundamentals of physics by one of the most admired and accessible scientists of our time.",4.205,176.0,163.5,0,-1.0,-1.0,-1.0,Basic Books,4/10/1996,Physics,acbk,38.0,38.0,39.0,33.0,36.0,32.0,28.0,20.0,13.0,3.0,4.0,6.0,3.0
64,081673030X,1587746.0,Man Who Tricked a Ghost,None,Laurence Yep,Juvenile Nonfiction,"Sung, a brave man who is not afraid of ghosts, meets one on a dark road and tricks it into revealing its secret weakness.",3.83,32.0,39.0,0,-1.0,-1.0,-1.0,Troll Communications,9/13/1997,Folklore China Juvenile literature,jcbk,13.0,14.0,14.0,7.0,16.0,12.0,10.0,11.0,12.0,7.0,1.0,3.0,3.0
65,0679761780,1589267.0,Blues for Mister Charlie,A Play,James Baldwin,Drama,A drama focusing on the murder of a black youth by a white man in a Southern town and the racism and violent emotions it engenders.,4.125,144.0,1166.5,0,-1.0,-1.0,-1.0,Vintage,4/25/1995,Racism United States Drama,acbk,0.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,7.0,1.0,4.0,9.0
66,0679755527,1589283.0,The Son Avenger,None,Sigrid Undset,Fiction,"Powerfully written and filled with magnificent vignettes of the daily life of a medieval estate, 'The Son Avenger' suggests a Greek tragedy whose vision of fate coexists with a Christian sense of suffering and forgiveness. And in the somber, twilight figure of 'Olav the Bad, ' Undset has created an antihero as moving as Oedipus or Lear.",4.395,288.0,266.0,0,-1.0,-1.0,-1.0,Vintage,6/24/1995,Norway History 1030 1397 Fiction,acbk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
67,0679867120,1596801.0,Daisy-Head Mayzie,None,Dr. Seuss,Juvenile Fiction,"Young Mayzie McGrew becomes a worldwide sensation when a daisy grows out of the top of her head, and everyone attempts to get rid of it.",3.865,56.0,3162.0,0,-1.0,-1.0,-1.0,Random House Books for Young Readers,1/11/1995,"Daisies Juvenile fiction, Humorous stories, Stories in rhyme Juvenile fiction",jcbk,52.0,104.0,170.0,186.0,180.0,167.0,155.0,363.0,280.0,251.0,206.0,161.0,76.0
68,0684826801,1600933.0,Survival in Auschwitz,None,Primo Levi,Biography & Autobiography,The author describes his twenty month ordeal in the Nazi death camp.,4.3149999999999995,187.0,28400.0,0,-1.0,-1.0,-1.0,Simon  Schuster,9/1/1995,"Levi Primo, Auschwitz Concentration camp, World War 1939 1945 Prisoners and prisons German, World War 1939 1945 Personal narratives Italian, Prisoners of war Italy Biography, Prisoners of war Poland Biography",acbk,15.0,28.0,24.0,26.0,16.0,15.0,11.0,11.0,25.0,20.0,20.0,16.0,14.0
69,0679444599,1608266.0,Rabbit Angstrom,A Tetralogy,John Updike,Fiction,"Four novels trace the life of Harry ""Rabbit"" Angstrom against the changing American society from the sixties to the eighties",4.26,1520.0,1502.0,0,-1.0,-1.0,-1.0,Everyman's Library,10/17/1995,None,acbk,14.0,32.0,41.0,51.0,94.0,55.0,30.0,18.0,20.0,23.0,18.0,14.0,2.0
70,0679420290,1632584.0,Crime and Punishment,None,Fyodor Dostoyevsky,Fiction,A man must endure relentless physical and mental punishments as retribution for his act of murder,4.205,564.0,6920.0,0,-1.0,-1.0,-1.0,Random House,5/25/1993,"Raskolnikov Fictitious character Fiction, Detective and mystery fiction",acbk,29.0,32.0,52.0,86.0,93.0,71.0,54.0,35.0,46.0,33.0,23.0,21.0,16.0
71,0679424784,1632605.0,Selected Short Stories,None,William Faulkner,Fiction,"From the Modern Library's new set of beautifully repackaged hardcover classics by William Faulkner--also available are Snopes, As I Lay Dying, The Sound and the Fury, Light in August, and Absalom, Absalom! William Faulkner was a master of the short story. Most of the pieces in this collection are drawn from the greatest period in his writing life, the fifteen or so years beginning in 1929, when he published The Sound and the Fury. They explore many of the themes found in the novels and feature characters of small-town Mississippi life that are uniquely Faulkner's. In ""A Rose for Emily,"" the first of his stories to appear in a national magazine, a straightforward, neighborly narrator relates a tale of love, betrayal, and murder. The vicious family of the Snopes trilogy turns up in ""Barn Burning,"" about a son's response to the activities of his arsonist father. And Jason and Caddy Compson, two other inhabitants of Faulkner's mythical Yoknapatawpha County, are witnesses to the terrorizing of a pregnant black laundress in ""That Evening Sun."" These and the other stories gathered here attest to the fact that Faulkner is, as Ralph Ellison so aptly noted, ""the greatest artist the South has produced."" Including these stories: ""Barn Burning"" ""Two Soldiers"" ""A Rose for Emily"" ""Dry September"" ""That Evening Sun"" ""Red Leaves"" ""Lo!"" ""Turnabout"" ""Honor"" ""There Was a Queen"" ""Mountain Victory"" ""Beyond"" ""Race at Morning""",4.09,320.0,1009.0,0,-1.0,-1.0,-1.0,Modern Library,5/18/1993,None,acbk,6.0,16.0,27.0,35.0,41.0,40.0,27.0,18.0,28.0,28.0,33.0,15.0,16.0
72,0394757688,1637548.0,The Long Goodbye,None,Raymond Chandler,Fiction,An encounter with a drunk brings both adventure and trouble to a cynical middle-aged private detective,4.22,379.0,25816.5,0,-1.0,-1.0,-1.0,Vintage Crime/Black Lizard,8/12/1988,"Marlowe Philip Fictitious character Fiction, Private investigators California Los Angeles Fiction, Los Angeles Calif Fiction, Detective and mystery fiction, Noir fiction",acbk,11.0,37.0,51.0,24.0,18.0,68.0,58.0,22.0,39.0,54.0,31.0,56.0,32.0
73,1883011094,1644959.0,Complete Stories 1892–1898,None,Henry James,Literary Collections,"Twenty-one stories include ""The Turn of the Screw,"" and ""The Figure in the Carpet""",4.225,958.0,193.0,0,-1.0,-1.0,-1.0,Library of America,1/1/1996,Manners and customs Fiction,acbk,3.0,5.0,7.0,4.0,6.0,8.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0
74,0679767304,1649087.0,Selected Stories,None,Andre Dubus,Fiction,"Twenty-three stories representing fifteen years of the author's career explore the polarities of violence and tenderness, destruction and salvation, and hedonism and asceticism",4.275,476.0,2723.5,0,-1.0,-1.0,-1.0,Vintage,12/4/1995,Short stories,acbk,5.0,18.0,11.0,13.0,17.0,7.0,8.0,6.0,5.0,4.0,2.0,5.0,1.0
