,isbn10,isbn13,title,authors,edition,binding,publisher,publish_year
833,1101946342,9781101946343,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),"James, E L",1,Paperback,Vintage,2015
834,1476726094,9781476726090,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","Robertson, Phil",First Edition,Hardcover,Howard Books,2013
835,0763692158,9780763692155,A Monster Calls: A Novel (Movie Tie-in): Inspired by an idea from Siobhan Dowd,"Ness, Patrick",Media tie-in,Paperback,Candlewick,2016
836,0062007289,9780062007285,Through My Eyes,Tim Tebow,Illustrated,Hardcover,Harper,2011
837,1423121295,9781423121299,Lost In Time (A Blue Bloods Novel),"de la Cruz, Melissa",1st,Hardcover,Hyperion Book CH,2011
838,0399162593,9780399162596,Fish in a Tree,"Mullaly Hunt, Lynda",1,Hardcover,Nancy Paulsen Books,2015
839,1524797154,9781524797157,Camino Island: A Novel,Grisham; John,,,Dell,2018
840,110190500X,9781101905005,The Martian (Mass Market MTI): A Novel,"Weir, Andy",Media Tie In,Paperback,Ballantine Books,2015
841,1250007208,9781250007209,Cinder,Marissa Meyer,2nd,Paperback,Square Fish,2013
842,1455523550,9781455523559,Safe Haven,"Sparks, Nicholas",Media tie-in,Paperback,Grand Central Publishing,2012
843,1368020054,9781368020053,Escape from the Isle of the Lost: A Descendants Novel (The Descendants),"de la Cruz, Melissa",,Hardcover,Disney-Hyperion,2019
844,0545385776,9780545385770,The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future (Captain Underpants),"Pilkey, Dav; Pilkey, Dav",Illustrated,Paperback,The Blue Sky Press,2011
845,0385386176,9780385386173,Hilo Book 1: The Boy Who Crashed to Earth,"Winick, Judd",Illustrated,Hardcover,Random House Books for Young Readers,2015
846,0545685478,9780545685474,"Darkness of Dragons (Wings of Fire, Book 10) (10)","Sutherland, Tui T.",Illustrated,Hardcover,Scholastic Press,2017
847,0062268341,9780062268341,Yes Please,"Poehler, Amy",1st,Hardcover,Dey Street,2014
848,0385349181,9780385349185,"Things That Matter: Three Decades of Passions, Pastimes and Politics","Krauthammer, Charles",Reprint,Kindle Edition,Crown Forum,2013
849,160529442X,9781605294421,"Cook This, Not That!: Kitchen Survival Guide","Zinczenko, David; Goulding, Matt",1,Paperback,Rodale Books,2009
850,0316015474,9780316015479,The Curious Garden,"Brown, Peter",Illustrated,Hardcover,"Little, Brown Books for Young Readers",2009
851,1607069318,9781607069317,"Saga, Vol. 3","Vaughan, Brian K",Illustrated,Paperback,Image Comics,2014
852,0062422995,9780062422996,War Storm (Red Queen),"Aveyard, Victoria",First Edition,Hardcover,HarperTeen,2018
853,0312590989,9780312590987,Night Star: A Novel (The Immortals),"Noël, Alyson",Reprint,Hardcover,St. Martin's Griffin,2010
854,1451681763,9781451681765,The Light Between Oceans: A Novel,"Stedman, M.L.",5,Kindle Edition,Scribner,2012
855,1419710524,9781419710520,Princess Labelmaker to the Rescue! (Origami Yoda #5),"Angleberger, Tom",Illustrated,Hardcover,Harry N. Abrams,2014
856,0985462736,9780985462734,Life Code: The New Rules for Winning in the Real World,"McGraw, Phil",,Hardcover,Bird Street Books,2013
857,0525426396,9780525426394,Theodore Boone: The Scandal,"Grisham, John",First Edition,Hardcover,Dutton Books for Young Readers,2016
858,0307592731,9780307592736,Wild: From Lost to Found on the Pacific Crest Trail,"Strayed, Cheryl",1,Hardcover,Knopf,2012
859,1501142976,9781501142970,It: A Novel,"King, Stephen",Reissue,Paperback,Scribner,2016
860,0062110624,9780062110626,Pete the Cat Saves Christmas: Includes Sticker Sheet!,"Litwin, Eric",Illustrated,Hardcover,HarperCollins,2012
861,1421576074,9781421576077,Assassination Classroom Vol(1-21)Series Books Collection Set by Yusei Matsui,Yusei Matsui,1,Paperback,VIZ Media Ptd,2020
862,0061724882,9780061724886,"Diners, Drive-ins and Dives: An All-American Road Trip . . . with Recipes!",Guy Fieri; Ann Volkwein,Illustrated,Paperback,William Morrow Cookbooks,2008
863,0316327913,9780316327916,I Am Malala: How One Girl Stood Up for Education and Changed the World (Young Readers Edition),"Yousafzai, Malala",Reprint,Paperback,"Little, Brown Books for Young Readers",2016
864,0399185046,9780399185045,The Book of Joy: Lasting Happiness in a Changing World,"Lama, Dalai; Tutu, Desmond; Abrams, Douglas Carlton",Illustrated,Hardcover,Avery,2016
865,1455584738,9781455584734,The Longest Ride,"Sparks, Nicholas",Media tie-in,Mass Market Paperback,Grand Central Publishing,2015
866,1423190874,9781423190875,"The Pigeon Needs a Bath! (Pigeon, 9)","Willems, Mo",Illustrated,Hardcover,Hyperion Books for Children,2014
867,1423190874,9781423190875,"The Pigeon Needs a Bath! (Pigeon, 9)","Willems, Mo",Illustrated,Hardcover,Hyperion Books for Children,2014
868,0761158464,9780761158462,"Star Wars: A Scanimation Book: Iconic Scenes from a Galaxy Far, Far Away...","Seder, Rufus Butler",Gift Book,Hardcover,Workman Publishing Company,2010
869,0142422835,9780142422830,Nerve,"Ryan, Jeanne",Media tie-in,Paperback,Speak,2016
870,0785129219,9780785129219,The Wonderful Wizard of Oz (Marvel Classics),Eric Shanower; L. Frank Baum,1st,Hardcover,Marvel,2009
871,1423140567,9781423140566,"The Throne of Fire (The Kane Chronicles, Book 2)","Riordan, Rick",1,Hardcover,Disney-Hyperion,2011
872,0316101699,9780316101691,"Middle School 7 Books Collection Set by James Patterson (Dogs Best Friend, Just My Rotten Luck, Save Rafe, My Brother Is A Big Fat Liar & MORE!)",James Patterson,,Paperback,Arrow ptd,2020
873,1423188101,9781423188100,The Son of Sobek: A Disney Hyperion Short Story (Percy Jackson & Kane Chronicles Crossover (Demigods and Magicians) Book 1),"Riordan, Rick",,Kindle Edition,Disney Hyperion,2013
874,1534438378,9781534438378,To All the Boys I've Loved Before (1),"Han, Jenny",Media Tie-In,Paperback,Simon & Schuster Books for Young Readers,2018
875,0316044407,9780316044400,The Lovely Bones,"Sebold, Alice",Media tie-in,Mass Market Paperback,"Little, Brown and Company",2009
876,1607061813,9781607061816,"The Walking Dead, Vol. 11: Fear The Hunters",Robert Kirkman,Illustrated,Paperback,Image Comics,2010
877,006226835X,9780062268358,Yes Please,"Poehler, Amy",Illustrated,Paperback,Dey Street Books,2015
878,0316487481,9780316487481,"Dog Diaries: A Middle School Story (Dog Diaries, 1)","Patterson, James",Illustrated,Hardcover,jimmy patterson,2018
879,1501175467,9781501175466,It: A Novel,"King, Stephen",Media Tie-In,Paperback,Scribner,2017
880,0345543254,9780345543257,Gray Mountain: A Novel,"Grisham, John",2014,Paperback,Dell,2015
881,1943200009,9781943200009,What Do You Do With a Problem? — New York Times best seller,Kobi Yamada,Reprint,Hardcover,Compendium Inc,2016
882,1421540320,9781421540320,"Blue Exorcist, Vol. 1 (1)",Kazue Kato,Illustrated,Paperback,VIZ Media LLC,2011
883,1416980458,9781416980452,Out of My Mind,"Draper, Sharon M.",Reprint,Kindle Edition,Atheneum Books for Young Readers,2010
884,0345505387,9780345505385,The Exile: An Outlander Graphic Novel,"Gabaldon, Diana",Illustrated,Hardcover,Del Rey,2010
885,1476772290,9781476772295,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),"Kotlikoff, Laurence J.; Moeller, Philip; Solman, Paul",,Hardcover,Simon & Schuster,2015
886,0446567337,9780446567336,Dear John,"Sparks, Nicholas",Media tie-in,Mass Market Paperback,Grand Central Publishing,2009
887,0545658527,9780545658522,"I Survived the Eruption of Mount St. Helens, 1980 (I Survived #14)","Tarshis, Lauren",Illustrated,Paperback,Scholastic Paperbacks,2016
888,0316263893,9780316263894,"Big Hero 6, Vol. 1 (Big Hero 6, 1)","Ueno, Haruki",Illustrated,Paperback,Yen Press,2016
889,1449410243,9781449410247,"How to Tell If Your Cat Is Plotting to Kill You, One Hundred Secret Thoughts Cats Have About Humans 2 Books Collection Set",The Oatmeal; Matthew Inman; Celia Haddon,,Paperback,Andrews McMeel Publishing/Hodder & Stoughton,2019
890,0385528752,9780385528757,Switch: How to Change Things When Change Is Hard,Chip Heath; Dan Heath,1st,Hardcover,Crown Business,2010
891,1619634473,9781619634473,A Court of Mist and Fury (A Court of Thorns and Roses Book 2),"Maas, Sarah J.",1,Kindle Edition,Bloomsbury Publishing,2016
892,1607749734,9781607749738,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up (The Life Changing Magic of Tidying Up),"Kondo, Marie",Illustrated,Kindle Edition,Ten Speed Press,2016
893,1572245379,9781572245372,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,1,Paperback,New Harbinger Publications/ Noetic Books,2007
894,0446547565,9780446547567,The Last Song,"Sparks, Nicholas",First Edition,Paperback,Grand Central,2010
895,1442495006,9781442495005,Blended,"Draper, Sharon M.",1,Hardcover,Atheneum/Caitlyn Dlouhy Books,2018
896,1416989420,9781416989424,"Hush, Hush",Becca Fitzpatrick,Reprint,Paperback,Simon & Schuster Books for Young Readers,2010
897,1619634465,9781619634466,"A Court of Mist and Fury (A Court of Thorns and Roses, 2)","Maas, Sarah J.",,Hardcover,Bloomsbury USA Childrens,2016
898,1416994157,9781416994152,Locomotive (Caldecott Medal Book),"Floca, Brian",Illustrated,Hardcover,Atheneum/Richard Jackson Books,2013
899,1416994157,9781416994152,Locomotive (Caldecott Medal Book),"Floca, Brian",Illustrated,Hardcover,Atheneum/Richard Jackson Books,2013
900,0062796984,9780062796981,"The Confidence Code for Girls: Taking Risks, Messing Up, & Becoming Your Amazingly Imperfect, Totally Powerful Self","Kay, Katty; Shipman, Claire; Riley, JillEllyn",Illustrated,Hardcover,HarperCollins,2018
901,0385537921,9780385537926,Sycamore Row: A Novel (Jake Brigance Book 2),"Grisham, John",Reprint,Kindle Edition,Bantam,2013
902,0307408868,9780307408860,Dead Wake: The Last Crossing of the Lusitania,"Larson, Erik",1st,Hardcover,Crown Publishers,2015
903,1476755884,9781476755885,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),"Limbaugh, Rush",Illustrated,Hardcover,Threshold Editions,2014
904,0316056863,9780316056861,Tina Fey: Bossypants,"Fey, Tina",1st,Hardcover,"Little, Brown",2011
905,1423183649,9781423183648,Percy Jackson's Greek Gods,"Riordan, Rick",Illustrated,Hardcover,Disney-Hyperion,2014
906,0545540623,9780545540629,"Raina Telgemeier Collection 5 Books Set (Sisters, Drama, Smile, Ghosts, Guts)",Raina Telgemeier,1,Paperback,Scholastic Book,2019
907,0316193062,9780316193061,Beautiful Chaos (Beautiful Creatures Book 3),"Garcia, Kami; Stohl, Margaret",1,Kindle Edition,"Little, Brown Books for Young Readers",2011
908,0345530578,9780345530578,The Racketeer: A Novel,"Grisham, John",First Edition,Mass Market Paperback,Dell,2013
909,1401223036,9781401223038,Batman: Whatever Happened to the Caped Crusader? (Deluxe Edition),Neil Gaiman,First Edition/First Printing,Hardcover,DC Comics,2009
910,0735212163,9780735212169,The Girl on the Train (Movie Tie-In),"Hawkins, Paula","Media Tie In, Reprint",Paperback,Riverhead Books,2016
911,0735212163,9780735212169,The Girl on the Train (Movie Tie-In),"Hawkins, Paula","Media Tie In, Reprint",Paperback,Riverhead Books,2016
912,0735212163,9780735212169,The Girl on the Train (Movie Tie-In),"Hawkins, Paula","Media Tie In, Reprint",Paperback,Riverhead Books,2016
913,1939457033,9781939457035,The Doctor's Diet: Dr. Travis Stork's STAT Program to Help You Lose Weight & Restore Health,"Stork, Travis",1,Hardcover,Ghost Mountain Books,2014
914,0061997188,9780061997181,The Pioneer Woman Cooks: Food from My Frontier,"Drummond, Ree",Illustrated,Hardcover,William Morrow Cookbooks,2012
915,0759529434,9780759529434,"Twilight: The Graphic Novel, Volume 1 (The Twilight Saga (1))","Meyer, Stephenie",First Edition,Hardcover,Yen Press,2010
916,1442422335,9781442422339,Dork Diaries 3 1/2: How to Dork Your Diary,"Russell, Rachel Renée",First Edition,Hardcover,Aladdin,2011
917,0892969911,9780892969913,Every Day a Friday: How to Be Happier 7 Days a Week,"Osteen, Joel",,Hardcover,FaithWords,2011
918,1596987855,9781596987852,The Amateur,"Klein, Edward",Illustrated,Hardcover,Regnery Publishing,2012
919,1596987855,9781596987852,The Amateur,"Klein, Edward",Illustrated,Hardcover,Regnery Publishing,2012
920,1401242359,9781401242350,The Joker: Death of the Family (The New 52),"Snyder, Scott",52nd ed.,Hardcover,DC Comics,2013
921,1423178289,9781423178286,The Thank You Book (An Elephant and Piggie Book) (An Elephant and Piggie Book (25)),"Willems, Mo",Illustrated,Hardcover,Hyperion Books for Children,2016
922,1423134494,9781423134497,Bloody Valentine (A Blue Bloods Book),"de la Cruz, Melissa",1,Hardcover,Hyperion Book CH,2010
923,0385738935,9780385738934,Fallen,"Kate, Lauren",,Hardcover,Delacorte Press,2009
924,0312590970,9780312590970,"Dark Flame (the Immortals, Book 4)","Noël, Alyson",1st,Hardcover,St. Martin's Griffin,2010
925,0307408841,9780307408846,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,1st,Hardcover,Crown,2011
926,1476726116,9781476726113,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","Robertson, Phil",Reprint,Kindle Edition,Howard Books,2013
927,1476726116,9781476726113,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","Robertson, Phil",Reprint,Kindle Edition,Howard Books,2013
928,0553380168,9780553380163,A Brief History of Time,Stephen Hawking,10th Anniversary,Paperback,Bantam,1998
929,0316001929,9780316001922,Cleopatra: A Life,"Schiff, Stacy",Illustrated,Hardcover,"Little, Brown and Company",2010
930,1524732680,9781524732684,"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sandberg, Sheryl; Adam Grant",Illustrated,Hardcover,Knopf,2017
931,006204964X,9780062049643,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","Bell, Rob",,Hardcover,HarperOne,2011
932,1607064405,9781607064404,"The Walking Dead, Vol. 15: We Find Ourselves",Robert Kirkman,Illustrated,Paperback,Image Comics,2011
933,0385537859,9780385537858,Inferno,"Brown, Dan",First Edition,Hardcover,Doubleday,2013
934,0399252487,9780399252488,Otis,"Long, Loren",Illustrated,Hardcover,Philomel Books,2009
935,0803734190,9780803734197,Ladybug Girl and the Bug Squad,"Davis, Jacky",Illustrated,Hardcover,Dial Books,2011
936,0425263908,9780425263907,Bared to You,Sylvia Day,,Paperback,Berkley,2012
937,1401229662,9781401229665,"Brightest Day, Vol. 1","Johns, Geoff; Tomasi, Peter",First Edition,Hardcover,DC Comics,2010
938,1501168681,9781501168680,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,"McCullough, David",Illustrated,Hardcover,Simon & Schuster,2019
939,1603094008,9781603094009,March: Book Two,"John Lewis; Aydin, Andrew",Illustrated,Paperback,Top Shelf Productions,2015
940,1401248969,9781401248963,The Sandman: Overture Deluxe Edition,"Gaiman, Neil",Deluxe ed.,Hardcover,Vertigo,2015
941,1476789886,9781476789880,Rush Revere and the Star-Spangled Banner (4),"Limbaugh, Rush; Adams Limbaugh, Kathryn",,Hardcover,Threshold Editions,2015
942,1476789886,9781476789880,Rush Revere and the Star-Spangled Banner (4),"Limbaugh, Rush; Adams Limbaugh, Kathryn",,Hardcover,Threshold Editions,2015
943,0763678880,9780763678883,The Princess in Black,"Hale, Shannon; Hale, Dean",Illustrated,Paperback,Candlewick,2015
944,1492646318,9781492646310,How to Catch an Elf,"Wallace, Adam",Illustrated,Hardcover,Sourcebooks Wonderland,2016
945,0062101986,9780062101983,The One and Only Ivan,"Applegate, Katherine",Illustrated,Kindle Edition,HarperCollins,2012
946,1338189611,9781338189612,The Bad Guys in Do-You-Think-He-Saurus?!: Special Edition (The Bad Guys #7) (7),"Blabey, Aaron",Special ed.,Paperback,Scholastic Paperbacks,2018
947,078512179X,9780785121794,Civil War (2006 Marvel) #1A,Mark Millar,1st,Comic,Marvel,2022
948,1595828117,9781595828118,"Avatar: The Last Airbender: The Promise, Part 1",Michael Dante DiMartino; Bryan Konietzko; Gene Luen Yang; Gurihiru,Illustrated,Paperback,Dark Horse Books,2012
